4.320505328198608e-05,1.0370262278227567e-06
4.323374712962522e-05,1.03399547235271e-06
4.326284802345607e-05,1.0309686633439122e-06
4.32924569377214e-05,1.0279477609108244e-06
4.3322454326385516e-05,1.024935306599433e-06
4.3352406117578735e-05,1.0219278582736496e-06
4.3382264490121433e-05,1.0189286837981124e-06
4.341168372726291e-05,1.015938767804248e-06
4.343992388744173e-05,1.0129430279211894e-06
4.3466646321916167e-05,1.009876619585816e-06
4.349206940010006e-05,1.0068293731915541e-06
4.3516194785482755e-05,1.0037772957778502e-06
4.353895288578548e-05,1.0007333055684802e-06
4.356043334627673e-05,9.976930267957075e-07
4.3581087608065444e-05,9.9467300289747e-07
4.3601228250664685e-05,9.916684896815847e-07
4.362084529159783e-05,9.886902067271263e-07
4.364032596944603e-05,9.857153405012587e-07
4.366020219599393e-05,9.827461134016313e-07
4.3680350423113035e-05,9.797797871414354e-07
4.370040878590632e-05,9.768473233338116e-07
4.372030845051385e-05,9.73932020818681e-07
4.3740112321170226e-05,9.710380135621743e-07
4.375980764430306e-05,9.681571851922465e-07
4.377938324585967e-05,9.652896689898477e-07
4.3798841255871046e-05,9.624702574678706e-07
4.381809867902795e-05,9.596708487716642e-07
4.383727677498063e-05,9.568964131894719e-07
4.385646507741017e-05,9.541617251826557e-07
4.387568997360231e-05,9.514501268617643e-07
4.389485333611929e-05,9.487648348266219e-07
4.391397890475477e-05,9.461262722296282e-07
4.393321631190138e-05,9.435031705266571e-07
4.3952367126807865e-05,9.408863975089786e-07
4.397125728058744e-05,9.382955097954546e-07
4.399037348834369e-05,9.357151098759718e-07
4.400998376664033e-05,9.331480442265538e-07
4.40298624033549e-05,9.306047359472638e-07
4.404977100700176e-05,9.28062155485985e-07
4.40697284427786e-05,9.255259044487249e-07
4.408980277852073e-05,9.229904961361353e-07
4.410995215162104e-05,9.204659511830211e-07
4.413015417079448e-05,9.180116276166297e-07
4.415014815748912e-05,9.156069234582676e-07
4.416944600891944e-05,9.132349360779274e-07
4.418773842178237e-05,9.109395977722842e-07
4.420464605181821e-05,9.086796714062937e-07
4.421969876613815e-05,9.064216494604011e-07
4.4232678855260064e-05,9.041723172799487e-07
4.424477378020237e-05,9.019254984590441e-07
4.425735377377518e-05,8.996835234419257e-07
4.4270816260333266e-05,8.97445599571847e-07
4.428515419216233e-05,8.952096569883655e-07
4.430028829429168e-05,8.929773641864142e-07
4.431599444135112e-05,8.907476858027464e-07
4.4332342991602366e-05,8.885193970249135e-07
4.434970281407346e-05,8.86293731152434e-07
4.4367546215953e-05,8.840699337856121e-07
4.43854681984741e-05,8.818470989129387e-07
4.44036820150958e-05,8.796262032630562e-07
4.44220319436729e-05,8.774068174836412e-07
4.444009109388517e-05,8.751881377352457e-07
4.445751399220496e-05,8.729710152043492e-07
4.4474277424318925e-05,8.707553259284494e-07
4.449069206364053e-05,8.685402277964038e-07
4.4506959228445105e-05,8.663265603375951e-07
4.4523278677920774e-05,8.641145097116739e-07
4.453996487135988e-05,8.619030539465567e-07
4.455699871220419e-05,8.596931230007246e-07
4.4574340832399186e-05,8.574852959061543e-07
4.459223682979163e-05,8.552781810635197e-07
4.4610401736740006e-05,8.530729095269824e-07
