1	6.221704855	5.975519801
2	6.238608119	6.118719236
3	6.296130952	6.171130952
4	6.098353853	5.796099046
5	5.842562737	5.643488013
6	5.854544591	5.759093931
7	5.964038728	5.821576763
8	6.13424211	5.912727812
9	12.30022198	11.69950055
10	6.145636439	5.904983634
11	6.2589331	6.004426207
12	5.818810512	5.546334716
13	5.9073092	5.764814388
14	6.186030429	5.923928077
15	6.061111918	5.902888663
16	6.156052644	5.965868004
17	6.054052762	8.303622634
18	6.288155397	6.111435665
19	6.047000382	5.806983187
20	6.272163121	6.074172577
